TIMESTAMP,image_id,status,reason
2025-10-24T01:11:05.565533,ph_0001,IMAGE_READ,Image Read sucessfully
2025-10-24T01:11:05.566609,ph_0002,READ_IMAGE_ERROR,Image exists but could not be decoded by OpenCV.
2025-10-24T01:12:43.822594,ph_0001,IMAGE_READ,Image Read sucessfully
2025-10-24T01:12:43.824130,ph_0002,READ_IMAGE_ERROR,Image exists but could not be decoded by OpenCV.
